nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.5484914779663086, 0.4394354820251465)","(-1, -1)","(0.534693717956543, 0.4320966601371765)","(0.5293362140655518, 0.46406179666519165)","(0.5036234259605408, 0.4662434458732605)","(0.530489444732666, 0.5548267364501953)","(0.5291391611099243, 0.5996423959732056)","(0.5866883993148804, 0.5024274587631226)","(0.5757807493209839, 0.5402613282203674)","(0.6061146855354309, 0.24937692284584045)","(0.6207830309867859, 0.3004038333892822)","(0.5013784766197205, 0.6596753001213074)","(0.49466603994369507, 0.7261136770248413)","(0.4458865523338318, 0.4999978542327881)","(0.4331204295158386, 0.5852305293083191)","(0.44808125495910645, 0.45741575956344604)","(0.42592230439186096, 0.43953824043273926)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.20521287620067596, 0.5089868307113647, 0.39902573823928833, 0.9639512300491333)",9491_png_jpg.rf.c9032f989f59889baf8dc4b2e1fc9efa.jpg,2
"(0.7992936968803406, 0.7102395296096802)","(0.8172448873519897, 0.7613267302513123)","(0.8481782674789429, 0.7161890268325806)","(0.7922029495239258, 0.8146471977233887)","(0.8572290539741516, 0.671835720539093)","(0.661727249622345, 0.7127715349197388)","(0.735527515411377, 0.5883992910385132)","(0.5952088236808777, 0.6646918058395386)","(0.7228022813796997, 0.4519020617008209)","(0.6940149068832397, 0.5136075615882874)","(0.7307949066162109, 0.43339771032333374)","(0.3028147220611572, 0.4241213798522949)","(0.3794194757938385, 0.30923956632614136)","(0.2171381413936615, 0.36345046758651733)","(0.3469626307487488, 0.1985691338777542)","(0.09218297153711319, 0.18202276527881622)","(0.14194512367248535, 0.11747889220714569)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8361433148384094, 0.8515312075614929, 0.30786508321762085, 0.27107638120651245)",2181_png_jpg.rf.48b96fd81b0c85def32b0140d3733e14.jpg,2
"(0.5561325550079346, 0.7529873847961426)","(0.562777578830719, 0.7976061701774597)","(0.5811098217964172, 0.788275420665741)","(0.5560620427131653, 0.7846588492393494)","(0.5954889059066772, 0.760261058807373)","(0.5337432622909546, 0.6783162951469421)","(0.5728361010551453, 0.6230963468551636)","(0.6242379546165466, 0.5339385867118835)","(0.6726195812225342, 0.4706469476222992)","(0.7491463422775269, 0.479922354221344)","(0.7850291132926941, 0.47399935126304626)","(0.3647841811180115, 0.42751818895339966)","(0.4164949953556061, 0.3863246738910675)","(0.26294606924057007, 0.3129711449146271)","(0.3574275076389313, 0.25670018792152405)","(0.11647901684045792, 0.1947990208864212)","(0.15094053745269775, 0.16258454322814941)","(0.5784016847610474, 0.7713395357131958)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6207612752914429, 0.7386647462844849, 0.23179006576538086, 0.23314246535301208)",baby4_jpg.rf.e5fe47119540cc604c20515dae6b3f7c.jpg,1
"(0.4533225893974304, 0.8755531311035156)","(0.4018514156341553, 0.9178181886672974)","(0.4935639798641205, 0.9009685516357422)","(0.325643926858902, 0.9384214282035828)","(0.5687556862831116, 0.8612042665481567)","(0.32764512300491333, 0.7916381359100342)","(0.5952659845352173, 0.7310276627540588)","(0.29390421509742737, 0.6721895337104797)","(0.7615755796432495, 0.5993657112121582)","(0.34148991107940674, 0.8460345268249512)","(0.7779920697212219, 0.8151241540908813)","(0.3421887755393982, 0.3361186385154724)","(0.608339786529541, 0.25023940205574036)","(0.36334696412086487, 0.27624255418777466)","(0.7140341997146606, 0.1871095448732376)","(0.43334102630615234, 0.10902299731969833)","(0.5700677633285522, 0.07238736003637314)","(0.4244767129421234, 0.8648974299430847)","(0.25925031304359436, 0.8640348315238953)","(0.33021873235702515, 0.8462591171264648)","(0.32966214418411255, 0.804408073425293)","(0.4860740303993225, 0.8708194494247437, 0.49408674240112305, 0.2572557330131531)",baby5_jpg.rf.9b6f6c21bc904bda2bb28e7ea1117e71.jpg,1
"(0.2829674482345581, 0.6420249938964844)","(0.25800466537475586, 0.6244274973869324)","(0.27324923872947693, 0.7122495770454407)","(0.27674219012260437, 0.5256577730178833)","(0.31935495138168335, 0.81816166639328)","(0.3420197367668152, 0.48556995391845703)","(0.39603835344314575, 0.8351832628250122)","(0.36819547414779663, 0.3500373959541321)","(0.47515472769737244, 0.8858041763305664)","(0.3498688042163849, 0.36141666769981384)","(0.41019406914711, 0.906294047832489)","(0.6797131299972534, 0.35129958391189575)","(0.7347856760025024, 0.6505810022354126)","(0.7929357886314392, 0.19181780517101288)","(0.8992775082588196, 0.595474362373352)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",2424_png_jpg.rf.d664389520154f7b52ac964bf951b0f9.jpg,2
"(0.5774690508842468, 0.5796822905540466)","(0.5643606781959534, 0.5803173780441284)","(0.5728967189788818, 0.5750223398208618)","(0.5697330832481384, 0.5913835167884827)","(0.5863580107688904, 0.569758951663971)","(0.6186138391494751, 0.6104050874710083)","(0.6391178369522095, 0.5907390117645264)","(0.61884605884552, 0.6008090972900391)","(0.6491843461990356, 0.5661391615867615)","(0.5884102582931519, 0.5427647233009338)","(0.6064671277999878, 0.5089570879936218)","(0.7275993227958679, 0.7230953574180603)","(0.7449029684066772, 0.6990064382553101)","(0.7300739288330078, 0.7675925493240356)","(0.7508821487426758, 0.7454068660736084)","(0.7570207715034485, 0.8117049336433411)","(0.7670204043388367, 0.8073927164077759)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",youtube-2_jpg.rf.c8b8ffaa49fa1286f1ef7afcb6d1f740.jpg,2
"(0.2287406176328659, 0.6493890881538391)","(0.2177765816450119, 0.6790796518325806)","(0.21672463417053223, 0.6395548582077026)","(0.2614590525627136, 0.6552179455757141)","(0.27245908975601196, 0.5666118860244751)","(0.3575618863105774, 0.6111998558044434)","(0.3524017333984375, 0.5238893032073975)","(0.3637455701828003, 0.6651471853256226)","(0.3621409237384796, 0.4548603892326355)","(0.2492956668138504, 0.5562730431556702)","(0.2166871279478073, 0.365328848361969)","(0.7263846397399902, 0.5194638967514038)","(0.6996820569038391, 0.44137096405029297)","(0.8294702768325806, 0.6651252508163452)","(0.8325663805007935, 0.49911078810691833)","(0.9832441210746765, 0.6094788312911987)","(0.9883610606193542, 0.5186701416969299)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7368181347846985, 0.45688438415527344, 0.3167320191860199, 0.3948149085044861)",Prone_83_jpg.rf.6a1608cd288d34c12630f1d2080554c4.jpg,2
"(0.5220800638198853, 0.6451698541641235)","(0.5201607346534729, 0.6990541219711304)","(0.5640605688095093, 0.6488750576972961)","(0.4664544463157654, 0.7629929780960083)","(0.5831674933433533, 0.6270771026611328)","(0.35198941826820374, 0.678414523601532)","(0.49841347336769104, 0.5347511768341064)","(0.28898561000823975, 0.6460958123207092)","(0.5622552633285522, 0.4212624132633209)","(0.43891453742980957, 0.5506211519241333)","(0.6315051317214966, 0.39874547719955444)","(0.09193329513072968, 0.39594727754592896)","(0.26303330063819885, 0.2668880820274353)","(0.0, 0.3310745060443878)","(0.24629828333854675, 0.12901511788368225)","(0.0, 0.14068961143493652)","(0.05742001533508301, 0.035653255879879)","(0.5819581747055054, 0.6267644166946411)","(0.5098181962966919, 0.705513596534729)","(0.5196574926376343, 0.6319646835327148)","(0.48436689376831055, 0.5987604856491089)","(0.5481504797935486, 0.6924866437911987, 0.2815827429294586, 0.33994370698928833)",Supine_13_jpg.rf.43baeede8b04c9f776098b7436567326.jpg,1
"(0.8579061627388, 0.5353966951370239)","(0.8977680206298828, 0.5191564559936523)","(0.9011892080307007, 0.5971776843070984)","(0.8753242492675781, 0.44107088446617126)","(0.9117192029953003, 0.6705818772315979)","(0.7104918360710144, 0.36551931500434875)","(0.7074937224388123, 0.6362900733947754)","(0.5792200565338135, 0.12329252064228058)","(0.5717530250549316, 0.6147490739822388)","(0.7241262793540955, 0.07204513251781464)","(0.671862006187439, 0.5003255605697632)","(0.28681936860084534, 0.411958783864975)","(0.2626308500766754, 0.6507604122161865)","(0.16103553771972656, 0.35206422209739685)","(0.1506052017211914, 0.710004985332489)","(0.06167793273925781, 0.5353915095329285)","(0.039977408945560455, 0.7095556855201721)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8811842203140259, 0.6191060543060303, 0.23583979904651642, 0.447154700756073)",baby14_jpg.rf.238ec27ffc341714ebe68dabeb071472.jpg,1
"(0.6431952714920044, 0.3992420732975006)","(0.6552689671516418, 0.4203437864780426)","(0.6561821103096008, 0.37533336877822876)","(0.647979736328125, 0.46486902236938477)","(0.6494570374488831, 0.33029380440711975)","(0.5868610143661499, 0.45127686858177185)","(0.5921676754951477, 0.32286274433135986)","(0.5574256181716919, 0.4910796284675598)","(0.5664101839065552, 0.2907105088233948)","(0.5722402334213257, 0.4775659441947937)","(0.5783571004867554, 0.29848581552505493)","(0.4527891278266907, 0.4308474063873291)","(0.4569486081600189, 0.32391947507858276)","(0.41851606965065, 0.4596671164035797)","(0.41707897186279297, 0.33558422327041626)","(0.34925925731658936, 0.447549968957901)","(0.3576057553291321, 0.41503453254699707)","(0.6574028134346008, 0.36169755458831787)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6575996279716492, 0.4139711856842041, 0.11007537692785263, 0.17160692811012268)",frame_8_jpeg_jpg.rf.74b9b8baf8f56f3fbc388e21ede3e83a.jpg,1
"(0.7279478311538696, 0.16141876578330994)","(0.6477946043014526, 0.1250760555267334)","(0.7727048993110657, 0.1290755569934845)","(0.4896494746208191, 0.16940398514270782)","(0.8011202812194824, 0.15534010529518127)","(0.4295682907104492, 0.2893957793712616)","(0.814305305480957, 0.3170313537120819)","(0.23419201374053955, 0.3824818432331085)","(0.9383840560913086, 0.45363205671310425)","(0.2750583291053772, 0.30822744965553284)","(0.8695042729377747, 0.3731086850166321)","(0.32604366540908813, 0.6754637956619263)","(0.7518169283866882, 0.706417441368103)","(0.18171477317810059, 0.7601929903030396)","(0.8047680854797363, 0.8037996292114258)","(0.3926824629306793, 0.9035080075263977)","(0.6235601305961609, 0.90937739610672)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.7306176424026489, 0.13774485886096954, 0.5225504040718079, 0.27047938108444214)",55_jpg.rf.d6660d5d08a25a894cad778284e59f57.jpg,2
"(0.19943907856941223, 0.3860756754875183)","(0.17658109962940216, 0.35209399461746216)","(0.1625717133283615, 0.42848315834999084)","(0.20220689475536346, 0.2859630882740021)","(0.17068466544151306, 0.5473596453666687)","(0.3183516263961792, 0.3016389310359955)","(0.2950562834739685, 0.5962787866592407)","(0.3729979395866394, 0.1555379182100296)","(0.3325665593147278, 0.7461966276168823)","(0.25911805033683777, 0.1155451089143753)","(0.22900494933128357, 0.7899123430252075)","(0.6761078834533691, 0.34789592027664185)","(0.6649759411811829, 0.6556833386421204)","(0.738425076007843, 0.2041357010602951)","(0.7580264210700989, 0.6525989770889282)","(0.9122183918952942, 0.33965879678726196)","(0.9272335171699524, 0.536763072013855)","(0.1727309226989746, 0.4094196856021881)","(-1, -1)","(0.20830850303173065, 0.3693898320198059)","(0.2433599978685379, 0.3883289396762848)","(0.14030560851097107, 0.41435354948043823, 0.27638787031173706, 0.3178102374076843)",26_jpg.rf.c9a64d60f5b559a08f4b03fb0820ebec.jpg,1
"(0.5247572064399719, 0.5831704139709473)","(0.507106363773346, 0.5808831453323364)","(0.5295785665512085, 0.5961428880691528)","(0.4783617854118347, 0.5603944063186646)","(0.5419241189956665, 0.5890815854072571)","(0.48441052436828613, 0.5109942555427551)","(0.5605877637863159, 0.5637980103492737)","(0.44888100028038025, 0.46696656942367554)","(0.6056860685348511, 0.5411397218704224)","(0.4428282678127289, 0.4335790276527405)","(0.6022557616233826, 0.4846532344818115)","(0.5033432245254517, 0.41115880012512207)","(0.5804872512817383, 0.4520033895969391)","(0.49550652503967285, 0.4084603190422058)","(0.6164836883544922, 0.44497475028038025)","(0.5474886894226074, 0.3845231831073761)","(0.5981146693229675, 0.39682528376579285)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",372F01E0-33F3-440B-A467-B9F513D2FD9F_JPG_jpg.rf.f33200abf5159786e17856a5b1ccdce3.jpg,2
"(0.7214130163192749, 0.3234654366970062)","(0.7420573234558105, 0.39125627279281616)","(0.7438660264015198, 0.27741819620132446)","(0.7129855155944824, 0.5730044841766357)","(0.7416166067123413, 0.25036129355430603)","(0.5971918702125549, 0.6297696232795715)","(0.5948889255523682, 0.3065139651298523)","(0.6343151330947876, 0.7526832818984985)","(0.6002113223075867, 0.19791503250598907)","(0.7468793392181396, 0.6108707189559937)","(0.6991285085678101, 0.12666010856628418)","(0.3005472421646118, 0.7661038041114807)","(0.2958545386791229, 0.47977885603904724)","(0.30341511964797974, 0.7858672142028809)","(0.3061526119709015, 0.46303415298461914)","(0.15368032455444336, 0.7911022305488586)","(0.17725007236003876, 0.6970497965812683)","(0.7377012372016907, 0.4011510908603668)","(0.744167685508728, 0.2812570333480835)","(0.7093592882156372, 0.3305240273475647)","(0.6524537801742554, 0.3322632908821106)","(0.7942606210708618, 0.3969147801399231, 0.3950851559638977, 0.3400084972381592)",baby32_jpg.rf.bdcee4634bd6958fb2bc7aeafcc141e1.jpg,1
"(0.8798448443412781, 0.2360706329345703)","(0.829659640789032, 0.17057445645332336)","(0.8949726223945618, 0.192731574177742)","(0.6452329754829407, 0.16626596450805664)","(0.8151106834411621, 0.17061591148376465)","(0.43570271134376526, 0.3311896324157715)","(0.6564121246337891, 0.3494557738304138)","(0.5000784397125244, 0.5523106455802917)","(0.8062065243721008, 0.5235724449157715)","(0.7445911169052124, 0.406839519739151)","(0.8572074770927429, 0.34743303060531616)","(0.1352597177028656, 0.7735100984573364)","(0.3809751868247986, 0.7521791458129883)","(0.3475497364997864, 0.7790541648864746)","(0.7230693101882935, 0.789043128490448)","(0.43105632066726685, 0.9242191314697266)","(0.5916686058044434, 0.9494770169258118)","(0.8735777735710144, 0.18220320343971252)","(0.689527153968811, 0.18082435429096222)","(0.8306795954704285, 0.20766255259513855)","(0.8329417109489441, 0.26662421226501465)","(0.6027091145515442, 0.17284885048866272, 0.6699247360229492, 0.34116601943969727)",58_jpg.rf.ad2217dcb639afcee2b944439b9514c4.jpg,2
"(0.28548678755760193, 0.16681690514087677)","(0.3747393488883972, 0.12650522589683533)","(0.22239163517951965, 0.1377195119857788)","(0.5712037086486816, 0.17129215598106384)","(0.16770116984844208, 0.15623688697814941)","(0.6689954996109009, 0.29654407501220703)","(0.198836088180542, 0.3169868588447571)","(0.8559201955795288, 0.34938398003578186)","(0.024182653054594994, 0.3795749247074127)","(0.8374677896499634, 0.2910985052585602)","(0.11541328579187393, 0.26184386014938354)","(0.746621310710907, 0.7273709177970886)","(0.23606255650520325, 0.7260288596153259)","(0.7750240564346313, 0.7556774020195007)","(0.04711566120386124, 0.7933675646781921)","(0.535246729850769, 0.9687709808349609)","(0.2785160541534424, 0.971427321434021)","(0.4391416907310486, 0.13423068821430206)","(0.251988023519516, 0.12481820583343506)","(0.31898874044418335, 0.15595507621765137)","(0.3210834264755249, 0.2077273428440094)","(0.4175856113433838, 0.13771112263202667, 0.46735936403274536, 0.2602895200252533)",33_JPG_jpg.rf.fd7a56f7316683a9317f42c08a3c831b.jpg,1
"(0.4783811569213867, 0.4895091950893402)","(0.49765142798423767, 0.4793623983860016)","(0.5025988817214966, 0.5859233736991882)","(0.5354282259941101, 0.40361183881759644)","(0.5410261154174805, 0.7272998094558716)","(0.5216423273086548, 0.3361382484436035)","(0.49007338285446167, 0.7550778388977051)","(0.44681352376937866, 0.11921856552362442)","(0.4161446690559387, 0.7917295098304749)","(0.38258224725723267, 0.10610158741474152)","(0.35098981857299805, 0.8096270561218262)","(0.511396050453186, 0.208957701921463)","(0.4517090320587158, 0.5762189030647278)","(0.4952731728553772, 0.04437694698572159)","(0.40904122591018677, 0.5035130381584167)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8825328946113586, 0.8056321144104004, 0.2322532683610916, 0.3833206295967102)",3739_png_jpg.rf.f26f3e5e4155a8802abbec431aeee77e.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(0.6636067032814026, 0.26157093048095703)","(0.6798524260520935, 0.30463823676109314)","(0.6237089037895203, 0.27013009786605835)","(0.6390810012817383, 0.3265858590602875)","(0.5252783894538879, 0.25944963097572327)","(0.5775215029716492, 0.35691842436790466)","(0.4258991777896881, 0.2614387571811676)","(0.4991489052772522, 0.36618658900260925)","(0.4749267101287842, 0.3227916359901428)","(0.4846627116203308, 0.36787962913513184)","(0.40499669313430786, 0.3477835953235626)","(0.40557417273521423, 0.3777106702327728)","(0.317531555891037, 0.39062994718551636)","(0.3224819004535675, 0.38898664712905884)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",3613_png_jpg.rf.347ac4b7a4844027cc5240dbee3ae3cb.jpg,2
"(0.4964214265346527, 0.4188605844974518)","(0.5323947668075562, 0.4174947142601013)","(0.5107048749923706, 0.4287356436252594)","(0.5815756320953369, 0.4657222330570221)","(0.5423060655593872, 0.4533790647983551)","(0.5719752311706543, 0.43052011728286743)","(0.4770008623600006, 0.5292091369628906)","(0.45857328176498413, 0.5048238039016724)","(0.3614133596420288, 0.6486307978630066)","(0.41277018189430237, 0.7401854395866394)","(0.39884188771247864, 0.8364860415458679)","(0.46931201219558716, 0.3131848871707916)","(0.35700440406799316, 0.3521867096424103)","(0.37460747361183167, 0.368405818939209)","(0.18016734719276428, 0.40120649337768555)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.35557228326797485, 0.8834190368652344, 0.39823561906814575, 0.22625426948070526)",9491_png_jpg.rf.782b78ed3a75ef726226a624667fb6ee.jpg,2
"(0.5677230954170227, 0.877280056476593)","(0.5245453715324402, 0.9178546667098999)","(0.6243128776550293, 0.9172134399414062)","(0.43660616874694824, 0.9490381479263306)","(0.6833125948905945, 0.9257378578186035)","(0.3500736355781555, 0.804069995880127)","(0.6373351812362671, 0.814710259437561)","(0.30509352684020996, 0.6699656248092651)","(0.7831500768661499, 0.6945155262947083)","(0.40325576066970825, 0.7919532656669617)","(0.8143770098686218, 0.8407386541366577)","(0.2009015828371048, 0.34530505537986755)","(0.48785272240638733, 0.3057733178138733)","(0.2286154329776764, 0.2476077824831009)","(0.6027899980545044, 0.16818401217460632)","(0.2810710072517395, 0.0679691806435585)","(0.4229012429714203, 0.0)","(0.6437807083129883, 0.8628925085067749)","(-1, -1)","(0.6949084401130676, 0.8272374868392944)","(0.6801699995994568, 0.7795158624649048)","(0.5169996619224548, 0.8649736642837524, 0.40539902448654175, 0.26635557413101196)",baby36_jpg.rf.6be1c2c19820bbbb24e7311493ab497c.jpg,1
