nose_k,left_eye_k,right_eye_k,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,eye1,eye2,nose,mouth,head,image_path,label
"(0.8280013799667358, 0.5802158117294312)","(0.8527706265449524, 0.5889934301376343)","(0.860434889793396, 0.5522679090499878)","(0.8430075645446777, 0.6117712259292603)","(0.8471659421920776, 0.5104956030845642)","(0.7127453088760376, 0.6659113168716431)","(0.7312662601470947, 0.5185838937759399)","(0.6698281764984131, 0.731791079044342)","(0.6771193742752075, 0.45880335569381714)","(0.7371307015419006, 0.7587172389030457)","(0.7105118036270142, 0.36522990465164185)","(0.3726302981376648, 0.6601864099502563)","(0.39738544821739197, 0.5118613243103027)","(0.24710670113563538, 0.7152884602546692)","(0.2611686587333679, 0.4626242518424988)","(0.09799270331859589, 0.5952680110931396)","(0.0917578712105751, 0.4362596571445465)","(0.8642257452011108, 0.5216078758239746)","(0.8554341197013855, 0.6151701807975769)","(0.8361718058586121, 0.5715023875236511)","(0.797286331653595, 0.5695459246635437)","(0.8731347322463989, 0.5621383786201477, 0.24593695998191833, 0.23375263810157776)",71_jpg.rf.21579b218caa5dd0362ed1addfe9b504.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.36809012293815613, 0.5266695618629456)","(0.37692540884017944, 0.5768193006515503)","(0.45513325929641724, 0.47904807329177856)","(0.4381498396396637, 0.5703831315040588)","(0.5049604177474976, 0.46465080976486206)","(0.43034306168556213, 0.5293406248092651)","(0.43443727493286133, 0.5107480883598328)","(0.4138928949832916, 0.5732622742652893)","(0.4661295413970947, 0.4333832263946533)","(0.40402382612228394, 0.5856720209121704)","(0.513087272644043, 0.42463916540145874)","(0.38824743032455444, 0.5404947996139526)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.49869513511657715, 0.8949800729751587, 0.9923901557922363, 0.21004000306129456)",Miku_01_JPG_jpg.rf.ec9db56ffbc59ed61859dab3a0e9c03c.jpg,2
"(0.48406314849853516, 0.43534889817237854)","(0.48218458890914917, 0.4108726382255554)","(0.4738437235355377, 0.44909143447875977)","(0.5088952779769897, 0.38291484117507935)","(0.488900750875473, 0.4792230725288391)","(0.5474089980125427, 0.38274627923965454)","(0.5413588881492615, 0.4994184374809265)","(0.5733130574226379, 0.327408105134964)","(0.5623345375061035, 0.5485906004905701)","(0.6224160194396973, 0.3038164973258972)","(0.598203718662262, 0.5262954831123352)","(0.6729229092597961, 0.4024328589439392)","(0.6540609002113342, 0.508076548576355)","(0.7206634879112244, 0.3859536647796631)","(0.6990313529968262, 0.545182466506958)","(0.761795163154602, 0.46911174058914185)","(0.751167356967926, 0.5156877636909485)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.49527692794799805, 0.42854437232017517, 0.10948295891284943, 0.12002058327198029)",4E4D735D-142C-4DE6-9DD0-4AD5AD83CEDF_JPG_jpg.rf.e7b47a8f3d985b900ac060c1860db003.jpg,2
"(0.916238009929657, 0.46486005187034607)","(0.9579448699951172, 0.4656538963317871)","(0.9633776545524597, 0.4957869052886963)","(0.9769132733345032, 0.4476255476474762)","(0.9653698205947876, 0.5268696546554565)","(0.8405971527099609, 0.37507471442222595)","(0.8425494432449341, 0.5659509897232056)","(0.744038462638855, 0.20286843180656433)","(0.7248863577842712, 0.6076900959014893)","(0.8705242276191711, 0.20461980998516083)","(0.8426052331924438, 0.5780657529830933)","(0.3134080469608307, 0.4398348927497864)","(0.3597133159637451, 0.6369441151618958)","(0.13510358333587646, 0.322195440530777)","(0.21686211228370667, 0.5780819058418274)","(0.03002004697918892, 0.4564839005470276)","(0.0, 0.5539165139198303)","(0.9455097317695618, 0.48056212067604065)","(0.9549610018730164, 0.58360755443573)","(0.9172207117080688, 0.5498236417770386)","(0.8650461435317993, 0.5596605539321899)","(0.9024275541305542, 0.48032116889953613, 0.19501590728759766, 0.2966093122959137)",14_JPG_jpg.rf.5cb597d1b1c2d2370746bd5b8e235f09.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(0.48256391286849976, 0.8717488050460815)","(0.5496019124984741, 0.8601980209350586)","(0.5158120393753052, 0.8161920309066772)","(0.4941987991333008, 0.8102678060531616)","(0.4375165104866028, 0.784105122089386)","(0.44130048155784607, 0.7862483263015747)","(0.25113365054130554, 0.8691059350967407)","(0.2513858675956726, 0.8872390985488892)","(0.38006243109703064, 0.47448769211769104)","(0.35774022340774536, 0.49347180128097534)","(0.2761780321598053, 0.4272212088108063)","(0.25310808420181274, 0.40634140372276306)","(0.15287892520427704, 0.33036667108535767)","(0.09376101195812225, 0.2715073823928833)","(0.019430555403232574, 0.1787746250629425)","(-1, -1)","(-1, -1)","(-1, -1)","(0.2760028839111328, 0.6318954825401306, 0.5484515428543091, 0.5618107914924622)",Cubo_03_JPG_jpg.rf.4ca64eb220f79d6ed02358706e810f9e.jpg,1
"(0.6402801275253296, 0.45797300338745117)","(0.649165689945221, 0.4978868365287781)","(0.6573346853256226, 0.44245338439941406)","(0.6401251554489136, 0.5673823952674866)","(0.6613831520080566, 0.4195460379123688)","(0.5886090397834778, 0.5474206209182739)","(0.617088794708252, 0.3884528577327728)","(0.5384601354598999, 0.6233814358711243)","(0.6034940481185913, 0.33659476041793823)","(0.5072118043899536, 0.5228281021118164)","(0.5787916779518127, 0.2593504786491394)","(0.4551889896392822, 0.43675556778907776)","(0.47337499260902405, 0.3058528006076813)","(0.4191707670688629, 0.4263207018375397)","(0.44282469153404236, 0.27336445450782776)","(0.37216418981552124, 0.33839404582977295)","(0.3725559711456299, 0.3305337429046631)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.657985508441925, 0.500365138053894, 0.12121696770191193, 0.16909894347190857)",frame_1_jpeg_jpg.rf.b6693f13598ea1f37d0012013d817dfd.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.4469115734100342, 0.8843406438827515)","(-1, -1)",Nanit_29_JPG_jpg.rf.4faf09e3354b1fa099da7c1331ddbe03.jpg,2
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5243535041809082, 0.7335392832756042)","(-1, -1)","(0.5399931073188782, 0.8620889782905579)","(0.5997183322906494, 0.6381770968437195)","(0.6120666265487671, 0.8583225011825562)","(0.6760947108268738, 0.6688849329948425)","(0.6221953630447388, 0.8704482913017273)","(0.41711336374282837, 0.5264993906021118)","(0.48846444487571716, 0.6283280849456787)","(0.5977290868759155, 0.3518630862236023)","(0.6588944792747498, 0.48710185289382935)","(0.7309433221817017, 0.3353835344314575)","(0.6781517267227173, 0.3717971742153168)","(0.8244996070861816, 0.24685153365135193)","(-1, -1)","(0.7067664265632629, 0.29598113894462585)","(-1, -1)","(-1, -1)",84_jpg.rf.9322c56516e76b0201987040915c9d23.jpg,2
"(0.73466956615448, 0.2767201364040375)","(0.7651166319847107, 0.2802183926105499)","(0.7763963937759399, 0.2626067101955414)","(0.7947603464126587, 0.37798476219177246)","(0.8085582852363586, 0.3152998089790344)","(0.6804152727127075, 0.33527418971061707)","(0.7568097114562988, 0.5169575214385986)","(0.5528312921524048, 0.25785544514656067)","(0.6565762758255005, 0.6526781320571899)","(0.626632571220398, 0.19817261397838593)","(0.6825550198554993, 0.5201756358146667)","(0.3843623995780945, 0.5329116582870483)","(0.4905852675437927, 0.7874460816383362)","(0.3033408522605896, 0.3854667544364929)","(0.48348015546798706, 0.830299973487854)","(0.22336642444133759, 0.561140239238739)","(0.27106136083602905, 0.8927265405654907)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8209422826766968, 0.36357206106185913, 0.24097323417663574, 0.2729235291481018)",53_JPG_jpg.rf.4f8b9156cf16e4051eea2f51f4b2ec30.jpg,2
"(0.30445510149002075, 0.4726355969905853)","(0.27109217643737793, 0.45719075202941895)","(0.26350879669189453, 0.49908700585365295)","(0.28346508741378784, 0.44444170594215393)","(0.25834354758262634, 0.5821481943130493)","(0.42283695936203003, 0.4778916835784912)","(0.3878951668739319, 0.566633403301239)","(0.6155248284339905, 0.4349687099456787)","(0.5223907232284546, 0.6066362857818604)","(0.7667099833488464, 0.43109503388404846)","(0.6645609140396118, 0.6078660488128662)","(0.710860550403595, 0.47891560196876526)","(0.7210820317268372, 0.552189290523529)","(0.7245656251907349, 0.4258092939853668)","(0.8082972764968872, 0.5055078268051147)","(0.7826768159866333, 0.4355282783508301)","(0.9070720672607422, 0.4390474259853363)","(0.2635456919670105, 0.5028976202011108)","(-1, -1)","(0.29075202345848083, 0.45553237199783325)","(-1, -1)","(0.2198871672153473, 0.5100986361503601, 0.34936490654945374, 0.1849212646484375)",frame_27_png_jpg.rf.ea24c0c056b943449d0bd9d57305cdcd.jpg,1
"(0.8033046722412109, 0.6810920834541321)","(0.8463733792304993, 0.678709864616394)","(0.8226045370101929, 0.6421921253204346)","(0.8464674949645996, 0.5680816769599915)","(0.798672080039978, 0.49325838685035706)","(0.708940863609314, 0.5399560332298279)","(0.6962907314300537, 0.5024977922439575)","(0.6832853555679321, 0.4434753358364105)","(0.6838670969009399, 0.4377276301383972)","(0.8085387945175171, 0.3558085560798645)","(0.8120244145393372, 0.3752659857273102)","(0.33074140548706055, 0.5418829321861267)","(0.31270521879196167, 0.44196176528930664)","(0.2243616133928299, 0.6487197875976562)","(0.2183568775653839, 0.49229779839515686)","(0.08308444172143936, 0.593010663986206)","(0.057739924639463425, 0.40919941663742065)","(0.8426817059516907, 0.6293336153030396)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8612271547317505, 0.5641000866889954, 0.2749830186367035, 0.3422486186027527)",93_JPG_jpg.rf.3afbb7e34e2867f7bc1f2095cd32f6e3.jpg,1
"(0.1956024467945099, 0.5172985196113586)","(0.18083155155181885, 0.38150328397750854)","(0.1577852964401245, 0.5607560873031616)","(0.2379750907421112, 0.14275796711444855)","(0.17736594378948212, 0.5994216203689575)","(0.4066030979156494, 0.22646279633045197)","(0.33145251870155334, 0.642349898815155)","(0.4874330461025238, 0.07443060725927353)","(0.30794626474380493, 0.8433628082275391)","(0.34209147095680237, 0.13989758491516113)","(0.12354161590337753, 0.7475334405899048)","(0.8009096384048462, 0.2676929235458374)","(0.7379481196403503, 0.686254620552063)","(0.8485038876533508, 0.17265565693378448)","(0.7629242539405823, 0.8154882192611694)","(0.938962459564209, 0.4534623622894287)","(0.9006559252738953, 0.5929819345474243)","(0.22519412636756897, 0.3558887541294098)","(0.1944645643234253, 0.5090329051017761)","(0.21402175724506378, 0.4883188307285309)","(0.2496737241744995, 0.5337480306625366)","(0.22685065865516663, 0.34539541602134705, 0.22761130332946777, 0.5441231727600098)",baby43_jpg.rf.e488178f95097d95e530c9dc14032f79.jpg,1
"(0.6909907460212708, 0.17787618935108185)","(0.5942828059196472, 0.1532728672027588)","(0.712386965751648, 0.1347668617963791)","(0.39201459288597107, 0.21849758923053741)","(0.6744463443756104, 0.11151914298534393)","(0.4267915189266205, 0.2738969027996063)","(0.6418498754501343, 0.27738308906555176)","(0.28659743070602417, 0.37239500880241394)","(0.7501866221427917, 0.390244722366333)","(0.32202601432800293, 0.24957361817359924)","(0.7406210899353027, 0.23174555599689484)","(0.3972465395927429, 0.6116169691085815)","(0.6050106287002563, 0.6191645860671997)","(0.350614070892334, 0.7225028872489929)","(0.6293665766716003, 0.7369050979614258)","(0.5289507508277893, 0.8998337984085083)","(0.42586565017700195, 0.9194387197494507)","(0.5971672534942627, 0.1731487661600113)","(0.714370608329773, 0.17253334820270538)","(0.6706162691116333, 0.20079180598258972)","(0.6518487930297852, 0.23809000849723816)","(0.538738489151001, 0.16019685566425323, 0.4223683476448059, 0.23224253952503204)",Supine_155_jpg.rf.5bd9e50269a2550f260beb9acd6c7ee6.jpg,1
"(0.8556803464889526, 0.7461753487586975)","(0.8805486559867859, 0.7898404002189636)","(0.8843134045600891, 0.7729185819625854)","(0.9030315279960632, 0.8508939743041992)","(0.8856881260871887, 0.8384720087051392)","(0.80940181016922, 0.807559609413147)","(0.8005319833755493, 0.7956435680389404)","(0.78654944896698, 0.77638179063797)","(0.7543126344680786, 0.7798474431037903)","(0.861568808555603, 0.7678784132003784)","(0.8254866600036621, 0.8397136926651001)","(0.42433303594589233, 0.6336819529533386)","(0.44745105504989624, 0.6047428846359253)","(0.2471979856491089, 0.44743290543556213)","(0.3232463002204895, 0.3494482636451721)","(0.08268027007579803, 0.31372445821762085)","(0.1342860907316208, 0.280443012714386)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.8786999583244324, 0.8208327293395996, 0.24137553572654724, 0.35015925765037537)",baby23_jpg.rf.f060b4697f735ed44cde8a5ebb7507ef.jpg,2
"(0.6910370588302612, 0.2968875765800476)","(0.6902593374252319, 0.3103047311306)","(0.7077795267105103, 0.3021727204322815)","(0.666584312915802, 0.3512570858001709)","(0.7135249376296997, 0.31876635551452637)","(0.6444405317306519, 0.3631325364112854)","(0.6552261114120483, 0.29599544405937195)","(0.6410591006278992, 0.4224761426448822)","(0.6611621379852295, 0.27237430214881897)","(0.6707866787910461, 0.4437021315097809)","(0.6947811841964722, 0.23585577309131622)","(0.5362705588340759, 0.3642057478427887)","(0.5482274293899536, 0.30236679315567017)","(0.5012060403823853, 0.3759978413581848)","(0.5154043436050415, 0.2705771028995514)","(0.46545904874801636, 0.38834914565086365)","(0.47462621331214905, 0.3341919183731079)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)",baby1_jpg.rf.254a8f28271939c4311204a047bf2180.jpg,1
"(-1, -1)","(0.8559188842773438, 0.5599541068077087)","(-1, -1)","(0.7999665141105652, 0.5631486177444458)","(0.693794310092926, 0.6169905066490173)","(0.6338018178939819, 0.34582942724227905)","(0.5329880714416504, 0.6519786715507507)","(0.7910631895065308, 0.27605894207954407)","(0.5797401070594788, 0.8419263958930969)","(0.9214981198310852, 0.3413545489311218)","(0.8093780279159546, 0.9510498046875)","(0.2079395055770874, 0.208540678024292)","(0.06818723678588867, 0.4433344900608063)","(0.5735644102096558, 0.07368388026952744)","(0.2933655083179474, 0.30631494522094727)","(0.483154296875, 0.07905659824609756)","(0.268748939037323, 0.1756136417388916)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.6676803827285767, 0.6879603266716003, 0.6383479833602905, 0.3867221772670746)",57_jpg.rf.3bb30252ad3410724145e5a706ddd5e9.jpg,2
"(0.29223328828811646, 0.11737008392810822)","(0.2580612897872925, 0.1314060240983963)","(0.26359671354293823, 0.10983829200267792)","(0.22743313014507294, 0.20614580810070038)","(0.2585892379283905, 0.09829316288232803)","(0.28211334347724915, 0.21973474323749542)","(0.2414582520723343, 0.15937089920043945)","(0.4650610089302063, 0.2069379985332489)","(0.35951000452041626, 0.17303451895713806)","(0.4609242379665375, 0.16589632630348206)","(0.3212120532989502, 0.08844270557165146)","(0.5028210878372192, 0.5206712484359741)","(0.46195507049560547, 0.5276529788970947)","(0.752335786819458, 0.6165938973426819)","(0.730692982673645, 0.6792386770248413)","(0.8595219850540161, 0.7785025238990784)","(0.8450866937637329, 0.855756938457489)","(0.11662417650222778, 0.11910395324230194)","(0.20813199877738953, 0.0836053341627121)","(0.17802651226520538, 0.11659413576126099)","(0.19608671963214874, 0.1541396677494049)","(0.13592445850372314, 0.14206035435199738, 0.26974064111709595, 0.2790803909301758)",baby46_jpg.rf.9a145f1fe7598a43c807649357483ecf.jpg,1
"(-1, -1)","(0.32100051641464233, 0.770769476890564)","(-1, -1)","(0.31470346450805664, 0.8490363955497742)","(0.3783941864967346, 0.8390666842460632)","(0.4075051248073578, 0.789116382598877)","(0.39725738763809204, 0.78324955701828)","(0.4385949671268463, 0.7805780172348022)","(0.43771249055862427, 0.785436749458313)","(0.24099783599376678, 0.8786031603813171)","(0.24444738030433655, 0.8958702087402344)","(0.4989315867424011, 0.4515678286552429)","(0.4708215296268463, 0.4805911183357239)","(0.4531285762786865, 0.397767573595047)","(0.4081262946128845, 0.38824358582496643)","(0.38046541810035706, 0.30391862988471985)","(0.2651204764842987, 0.2623758912086487)","(0.018828032538294792, 0.17959710955619812)","(-1, -1)","(-1, -1)","(-1, -1)","(0.275674968957901, 0.6354520320892334, 0.5475199818611145, 0.5719828605651855)",Cubo_03_JPG_jpg.rf.c1f347cfddcac3203fd1136bd18437d3.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.3056700825691223, 0.5772968530654907)","(-1, -1)","(0.36811119318008423, 0.5772038698196411)","(0.3850685656070709, 0.6152677536010742)","(0.24192778766155243, 0.5772906541824341, 0.35540613532066345, 0.3529122471809387)",Sideways_145_jpg.rf.f9d15f01df5d9edeeaaa84a93b3cd9c6.jpg,1
"(0.7035011649131775, 0.35307198762893677)","(0.7801862359046936, 0.30088087916374207)","(0.5581122636795044, 0.312447190284729)","(0.8552637100219727, 0.2552139461040497)","(0.3531970977783203, 0.32638153433799744)","(0.8528844714164734, 0.4623989462852478)","(0.48240137100219727, 0.45256853103637695)","(0.9078184366226196, 0.6552475094795227)","(0.33767157793045044, 0.6419209241867065)","(0.8343993425369263, 0.6219280958175659)","(0.19961193203926086, 0.639259397983551)","(0.7989118099212646, 0.9878309369087219)","(0.42083740234375, 0.9704501032829285)","(-1, -1)","(0.36506685614585876, 0.9494074583053589)","(-1, -1)","(-1, -1)","(0.561919093132019, 0.31512898206710815)","(0.777786910533905, 0.3224610388278961)","(0.6785285472869873, 0.35251957178115845)","(0.6710348725318909, 0.408905029296875)","(0.592490553855896, 0.22675928473472595, 0.566606342792511, 0.44518691301345825)",3_jpg.rf.0ab486f35ccaa7b32819ab240443ef89.jpg,1
"(-1, -1)","(-1, -1)","(-1, -1)","(0.7449825406074524, 0.6656423807144165)","(0.7788593769073486, 0.664732813835144)","(0.6891734004020691, 0.5426743626594543)","(0.6758224368095398, 0.647227942943573)","(0.8243213891983032, 0.5148917436599731)","(0.7451418042182922, 0.7176016569137573)","(0.8724216222763062, 0.525120735168457)","(0.880287766456604, 0.7735586166381836)","(0.363597571849823, 0.3013540208339691)","(0.38299688696861267, 0.4052748680114746)","(0.41801881790161133, 0.22411510348320007)","(0.4112721383571625, 0.3396592140197754)","(0.24892044067382812, 0.1579160988330841)","(0.23076307773590088, 0.1981838196516037)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.5538790822029114, 0.7290822267532349, 0.42973145842552185, 0.34725990891456604)",Prone_195_jpg.rf.0b117bc9463c62d857096b3bbdacd433.jpg,2
"(0.16970965266227722, 0.2446095049381256)","(0.12679943442344666, 0.2345239669084549)","(0.14460845291614532, 0.22476205229759216)","(0.09602169692516327, 0.25347384810447693)","(0.1376848667860031, 0.1922321766614914)","(0.12673458456993103, 0.3339788317680359)","(0.1870797872543335, 0.20974107086658478)","(0.20884399116039276, 0.3991028666496277)","(0.2915356755256653, 0.21223890781402588)","(0.21321173012256622, 0.38931214809417725)","(0.20990267395973206, 0.23467707633972168)","(0.5142768621444702, 0.5130820870399475)","(0.5896731615066528, 0.3753361105918884)","(0.578993558883667, 0.7396669387817383)","(0.7059773802757263, 0.5344680547714233)","(0.8718420267105103, 0.8402787446975708)","(0.8779411315917969, 0.6783401370048523)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(0.12058477103710175, 0.2094005048274994, 0.23829345405101776, 0.3787323832511902)",baby23_jpg.rf.153bb9c9e24eb3051434d9d964ec2919.jpg,2
